ID;RS_ID;time;insect_log;imLx_drone; imLy_drone; disparity_drone; imLx_pred_drone; imLy_pred_drone; n_frames_lost_drone; n_frames_tracking_drone; foundL_drone; posX_drone; posY_drone; posZ_drone; sposX_drone; sposY_drone; sposZ_drone; svelX_drone; svelY_drone; svelZ_drone; saccX_drone; saccY_drone; saccZ_drone; imLx_insect; imLy_insect; disparity_insect; imLx_pred_insect; imLy_pred_insect; n_frames_lost_insect; n_frames_tracking_insect; foundL_insect; posX_insect; posY_insect; posZ_insect; sposX_insect; sposY_insect; sposZ_insect; svelX_insect; svelY_insect; svelZ_insect; saccX_insect; saccY_insect; saccZ_insect; valid; posErrX; posErrY; posErrZ; velX; velY; velZ; accX; accY; accZ; hoverthrottle; autoThrottle; autoRoll; autoPitch; autoYaw; joyThrottle; joyRoll; joyPitch; joyYaw; joyArmSwitch; joyModeSwitch; joyTakeoffSwitch; dt; dx; dy; dz; velx_sp; vely_sp; velz_sp;
687;688;2019/09/06 18:52:54;0;432;49;9.52335;430.254;50.0503;1;0;1;-0.0465517;-0.37317;-2.4126;-0.0396177;-0.375536;-2.40533;0;0;0;0;0;0;428;53;9.58394;428.865;52.2469;0;125;1;-0.025431;-0.388255;-2.38598;-0.011206;-0.39641;-2.38503;-0.271283;0.184154;-0.208698;-2.50821;0.250105;-0.571415;1;0.0296881;0.265824;0.05231;-0.0693058;-0.64136;-2.45764;2.8019;5.50149;2.8019;696.902;228;1062;1306;1024;204;1024;1024;1024;1;0;0;0.0166978;0;0;0;0.0593762;0.345571;0.088927; 
688;689;2019/09/06 18:52:54;0;-1;-1;-1;-1;-1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;428;53;9.58394;428.865;52.2469;0;125;1;-0.025431;-0.388255;-2.38598;-0.011206;-0.39641;-2.38503;-0.271283;0.184154;-0.208698;-2.50821;0.250105;-0.571415;0;0.0693058;0.64136;1.5;-0.0693058;-0.64136;-2.45764;3.55464;13.2736;3.55464;696.902;228;1062;1306;1024;204;1024;1024;1024;1;0;0;0;0;0;0;0.138612;0.833767;2.55; 
689;690;2019/09/06 18:52:54;0;-1;-1;-1;-1;-1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;428;53;9.58394;428.865;52.2469;0;125;1;-0.025431;-0.388255;-2.38598;-0.011206;-0.39641;-2.38503;-0.271283;0.184154;-0.208698;-2.50821;0.250105;-0.571415;0;0.0693058;0.64136;1.5;-0.0693058;-0.64136;-2.45764;3.55464;13.2736;3.55464;696.902;228;1062;1306;1024;204;1024;1024;1024;1;0;0;0;0;0;0;0.138612;0.833767;2.55; 
690;691;2019/09/06 18:52:54;0;-1;-1;-1;-1;-1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;428;53;9.58394;428.865;52.2469;0;125;1;-0.025431;-0.388255;-2.38598;-0.011206;-0.39641;-2.38503;-0.271283;0.184154;-0.208698;-2.50821;0.250105;-0.571415;0;0.0693058;0.64136;1.5;-0.0693058;-0.64136;-2.45764;3.55464;13.2736;3.55464;696.902;228;1062;1306;1024;204;1024;1024;1024;1;0;0;0;0;0;0;0.138612;0.833767;2.55; 
691;692;2019/09/06 18:52:54;0;-1;-1;-1;-1;-1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;428;53;9.58394;428.865;52.2469;0;125;1;-0.025431;-0.388255;-2.38598;-0.011206;-0.39641;-2.38503;-0.271283;0.184154;-0.208698;-2.50821;0.250105;-0.571415;0;0.0693058;0.64136;1.5;-0.0693058;-0.64136;-2.45764;3.55464;13.2736;3.55464;696.902;228;1062;1306;1024;204;1024;1024;1024;0;0;0;0;0;0;0;0.138612;0.833767;2.55; 
692;693;2019/09/06 18:52:54;0;-1;-1;-1;-1;-1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;428;53;9.58394;428.865;52.2469;0;125;1;-0.025431;-0.388255;-2.38598;-0.011206;-0.39641;-2.38503;-0.271283;0.184154;-0.208698;-2.50821;0.250105;-0.571415;0;0.0693058;0.64136;1.5;-0.0693058;-0.64136;-2.45764;3.55464;13.2736;3.55464;696.902;228;1062;1306;1024;204;1024;1024;1024;0;0;0;0;0;0;0;0.138612;0.833767;2.55; 
693;694;2019/09/06 18:52:54;0;-1;-1;-1;-1;-1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;428;53;9.58394;428.865;52.2469;0;125;1;-0.025431;-0.388255;-2.38598;-0.011206;-0.39641;-2.38503;-0.271283;0.184154;-0.208698;-2.50821;0.250105;-0.571415;0;0.0693058;0.64136;1.5;-0.0693058;-0.64136;-2.45764;3.55464;13.2736;3.55464;696.902;228;1062;1306;1024;204;1024;1024;1024;0;0;0;0;0;0;0;0.138612;0.833767;2.55; 
694;695;2019/09/06 18:52:54;0;-1;-1;-1;-1;-1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;428;53;9.58394;428.865;52.2469;0;125;1;-0.025431;-0.388255;-2.38598;-0.011206;-0.39641;-2.38503;-0.271283;0.184154;-0.208698;-2.50821;0.250105;-0.571415;0;0.0693058;0.64136;1.5;-0.0693058;-0.64136;-2.45764;3.55464;13.2736;3.55464;696.902;228;1062;1306;1024;204;1024;1024;1024;0;0;0;0;0;0;0;0.138612;0.833767;2.55; 
695;696;2019/09/06 18:52:54;0;-1;-1;-1;-1;-1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;428;53;9.58394;428.865;52.2469;0;125;1;-0.025431;-0.388255;-2.38598;-0.011206;-0.39641;-2.38503;-0.271283;0.184154;-0.208698;-2.50821;0.250105;-0.571415;0;0.0693058;0.64136;1.5;-0.0693058;-0.64136;-2.45764;3.55464;13.2736;3.55464;696.902;228;1062;1306;1024;204;1024;1024;1024;0;0;0;0;0;0;0;0.138612;0.833767;2.55; 
696;697;2019/09/06 18:52:54;0;-1;-1;-1;-1;-1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;428;53;9.58394;428.865;52.2469;0;125;1;-0.025431;-0.388255;-2.38598;-0.011206;-0.39641;-2.38503;-0.271283;0.184154;-0.208698;-2.50821;0.250105;-0.571415;0;0.0693058;0.64136;1.5;-0.0693058;-0.64136;-2.45764;3.55464;13.2736;3.55464;696.902;228;1062;1306;1024;204;1024;1024;1024;0;0;0;0;0;0;0;0.138612;0.833767;2.55; 
697;698;2019/09/06 18:52:54;0;-1;-1;-1;-1;-1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;428;53;9.58394;428.865;52.2469;0;125;1;-0.025431;-0.388255;-2.38598;-0.011206;-0.39641;-2.38503;-0.271283;0.184154;-0.208698;-2.50821;0.250105;-0.571415;0;0.0693058;0.64136;1.5;-0.0693058;-0.64136;-2.45764;3.55464;13.2736;3.55464;696.902;228;1062;1306;1024;204;1024;1024;1024;0;0;0;0;0;0;0;0.138612;0.833767;2.55; 
