RS_ID;imLx_insect;imLy_insect;disparity_insect;imLx_pred_insect;imLy_pred_insect;n_frames_lost_insect;n_frames_tracking_insect;foundL_insect;posX_insect;posY_insect;posZ_insect;sposX_insect;sposY_insect;sposZ_insect;svelX_insect;svelY_insect;svelZ_insect;saccX_insect;saccY_insect;saccZ_insect;Unnamed: 22;time
7063.0;418.222;98.6667;8.531830000000001;399.914;103.223;0.0;56.0;1.0;0.022563299999999998;-0.52832;-2.5441599999999998;0.052724;-0.5804279999999999;-2.44912;-0.42138400000000004;0.6594439999999999;-3.6491599999999997;-10.2218;1.44531;-9.02477;;1970-01-01 00:00:00.880
7064.0;421.81800000000004;90.7273;8.44956;403.709;96.1759;0.0;57.0;1.0;0.00158359;-0.49292299999999994;-2.59232;0.0373819;-0.554177;-2.49208;-0.528296;0.793888;-3.5577199999999998;-9.667810000000001;2.37438;-7.4789;;1970-01-01 00:00:00.891
7065.0;424.222;82.6667;8.33482;407.36400000000003;88.6326;0.0;58.0;1.0;-0.0127625;-0.457981;-2.6520799999999998;0.0223386;-0.5253180000000001;-2.54008;-0.622985;0.9592370000000001;-3.4060300000000003;-8.98263;3.62216;-5.01169;;1970-01-01 00:00:00.902
7065.0;424.222;82.6667;8.33482;407.36400000000003;88.6326;0.0;58.0;1.0;-0.0127625;-0.457981;-2.6520799999999998;0.0223386;-0.5253180000000001;-2.54008;-0.622985;0.9592370000000001;-3.4060300000000003;-8.98263;3.62216;-5.01169;;1970-01-01 00:00:00.913
7066.0;426.0;77.0;8.22462;410.70599999999996;81.4999;0.0;59.0;1.0;-0.0237007;-0.43438999999999994;-2.70477;0.00852679;-0.498039;-2.58949;-0.699118;1.1272799999999998;-3.2568099999999998;-8.19386;4.976780000000001;-2.24709;;1970-01-01 00:00:00.924
7067.0;428.57099999999997;70.0;8.21723;414.06;74.2484;0.0;60.0;1.0;-0.0393102;-0.398025;-2.72841;-0.00582432;-0.46803500000000003;-2.63116;-0.755949;1.2888700000000002;-3.0794799999999998;-7.3186100000000005;6.254630000000001;0.631479;;1970-01-01 00:00:00.935
7067.0;428.57099999999997;70.0;8.21723;414.06;74.2484;0.0;60.0;1.0;-0.0393102;-0.398025;-2.72841;-0.00582432;-0.46803500000000003;-2.63116;-0.755949;1.2888700000000002;-3.0794799999999998;-7.3186100000000005;6.254630000000001;0.631479;;1970-01-01 00:00:00.946
7068.0;430.0;61.0;8.00698;417.048;66.2798;0.0;61.0;1.0;-0.0492299;-0.359978;-2.82803;-0.018846;-0.435618;-2.69022;-0.790938;1.4406700000000001;-2.97296;-6.35387;7.2893;3.04922;;1970-01-01 00:00:00.957
7069.0;431.0;53.2;7.994110000000001;419.624;58.1813;0.0;62.0;1.0;-0.0555403;-0.318458;-2.8568700000000002;-0.0298543;-0.40047;-2.74022;-0.8042739999999999;1.58292;-2.94603;-5.34109;8.06077;4.636909999999999;;1970-01-01 00:00:00.968
7069.0;431.0;53.2;7.994110000000001;419.624;58.1813;0.0;62.0;1.0;-0.0555403;-0.318458;-2.8568700000000002;-0.0298543;-0.40047;-2.74022;-0.8042739999999999;1.58292;-2.94603;-5.34109;8.06077;4.636909999999999;;1970-01-01 00:00:00.979
7070.0;432.0;48.0;8.13085;421.89099999999996;50.8251;0.0;63.0;1.0;-0.0607327;-0.285508;-2.82475;-0.03911780000000001;-0.36598200000000003;-2.76558;-0.7880050000000001;1.7011599999999998;-2.85961;-4.2416;8.45894;5.56953;;1970-01-01 00:00:00.990
7071.0;434.222;38.6667;8.05091;424.316;42.6974;0.0;64.0;1.0;-0.07508530000000001;-0.238323;-2.88165;-0.0499081;-0.32768400000000003;-2.8004;-0.761263;1.8097900000000002;-2.7551400000000004;-3.09706;8.47138;5.94053;;1970-01-01 00:00:01.001
7071.0;434.222;38.6667;8.05091;424.316;42.6974;0.0;64.0;1.0;-0.07508530000000001;-0.238323;-2.88165;-0.0499081;-0.32768400000000003;-2.8004;-0.761263;1.8097900000000002;-2.7551400000000004;-3.09706;8.47138;5.94053;;1970-01-01 00:00:01.012
7072.0;437.0;31.0;7.9651;427.024;34.5475;0.0;65.0;1.0;-0.0932663;-0.19936099999999998;-2.93666;-0.0629155;-0.28918699999999997;-2.84128;-0.742006;1.91976;-2.65841;-2.02948;8.24699;5.95355;;1970-01-01 00:00:01.023
7073.0;440.222;26.6667;8.02624;430.07300000000004;27.4524;0.0;66.0;1.0;-0.112554;-0.174547;-2.92773;-0.0778071;-0.254795;-2.86721;-0.73261;2.00326;-2.53753;-1.1245;7.800560000000001;5.73599;;1970-01-01 00:00:01.034
7073.0;440.222;26.6667;8.02624;430.07300000000004;27.4524;0.0;66.0;1.0;-0.112554;-0.174547;-2.92773;-0.0778071;-0.254795;-2.86721;-0.73261;2.00326;-2.53753;-1.1245;7.800560000000001;5.73599;;1970-01-01 00:00:01.045
